,Unnamed: 0,Name,ra_epoch2000,dec_epoch2000,RA,DEC,Tmag,parallax,parallax_error,distL1350,MG,bp_rp,LS_Period,Log10_LS_Prob,Amplitude,Duration,flares,flarerate,teff_val,BC,L,Lergs,MeanAmp,MeanEnergy,MeanFlareDuration,MinAmp,MinEnergy,MinFlareDuration,MaxAmp,MaxEnergy,MaxFlareDuration,star_radius,star_mass,star_logg
283,301,13391274,131.7575600828138,-7.0537750535264,08:47:01.81,-07:03:13.6,13.06,21.0903,0.0663,47.41608314792245,11.078967620990014,2.914691,0.61048203,-2935.97627,0.03187,18.594543,5,0.2688960949457052,3927.47,-0.41026,0.0042512529701081,1.5304510692389374e+31,0.06,4.4999999999999996e+32,10.8,0.037,1.8999999999999998e+32,6.0,0.11,6.4e+32,18.0,0.290956,0.266333,4.93584
284,302,181739452,131.8448830906737,-40.7938464904386,08:47:22.77,-40:47:37.8,9.46,27.4034,0.2076,36.49595512462511,7.594320330374901,1.799875,0.80946904,-7365.74051,0.02529,40.772706,44,1.079153294363146,4029.800048828125,-0.34747,0.0993710461663829,3.577357661989786e+32,0.021,3.6e+33,14.1,0.005,5.7e+32,6.0,0.133,1.4999999999999999e+34,48.0,0.67267,0.64386,4.59126
285,303,302037442,131.8989418448342,-68.7417025420617,08:47:35.75,-68:44:30.1,11.15,18.3116,0.02,54.61032010168765,8.531221389068378,2.058605,0.19738463,-2709.78424,0.00669,93.582486,0,0.0,4060.15,-0.33009,0.0412617305713897,1.4854223005700312e+32,,,,,,,,,,0.555891,0.550523,4.68886
286,304,114804401,132.1518882971187,-13.8856199777139,08:48:36.45,-13:53:08.2,9.94,37.4288,0.1076,26.7178313445271,9.206824979733929,2.38474,0.6089739,-2182.17337,0.00814,18.59871,18,0.9678090577249712,3702.0,-0.5664,0.0275315083037338,9.9113429893442e+31,0.023,8e+32,9.7,0.005,1.5e+32,6.0,0.137,3.6e+33,24.0,0.476676,0.474537,4.75789
287,305,114804400,132.1518882971187,-13.8856199777139,08:48:36.45,-13:53:08.2,11.18,37.4288,0.1076,26.7178313445271,9.206824979733929,2.38474,0.6089739,-1948.64969,0.02424,18.597321,12,0.6452542277460286,3702.0,-0.5664,0.0275315083037338,9.9113429893442e+31,0.083,3e+33,11.3,0.016,5.7e+32,6.0,0.429,1.0999999999999999e+34,30.0,0.392869,0.383408,4.83323
288,306,347448463,133.3260898800043,-15.0096443468373,08:53:18.26,-15:00:34.7,13.99,15.7601,0.0638,63.453404964725735,11.2065893416277,2.977483,0.1388409,-354.11746,0.0177,18.597321,0,0.0,3761.800048828125,-0.52251,0.0041914883190968,1.5089357948748644e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286943,0.261792,4.94043
289,307,13709935,133.459135916829,-9.4168438783074,08:53:50.19,-09:25:00.6,13.27,21.7114,0.069,46.059667098688806,11.394008026357954,2.992388,0.55914838,-228.57565,0.00945,18.601488,0,0.0,3836.89990234375,-0.46701,0.0033512033849389,1.2064332185780128e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262428,0.234431,4.97006
290,308,186779602,133.5266605784022,-30.7905738801382,08:54:06.40,-30:47:26.1,13.98,4.6672,0.0433,214.29519451024248,8.463946838703233,2.170623,0.14592444,-2801.3678,0.06532,18.602877,0,0.0,3562.0,-0.69348,0.0613498168345185,2.2085934060426664e+32,,,,,,,,,,0.580987,0.572292,4.66735
291,309,302443822,133.6904505643828,-70.9188893425322,08:54:45.71,-70:55:08.0,13.85,12.3109,0.0617,81.23278801493683,10.63935620479197,2.85603,0.51578614,-1012.73005,0.01791,71.551557,4,0.0559037450435914,3935.89990234375,-0.39227,0.0062685272423196,2.256669807235067e+31,0.646,7.3e+33,14.5,0.328,3.3000000000000003e+33,12.0,1.575,1.8999999999999998e+34,18.0,0.331475,0.312796,4.89243
292,310,308582697,134.8280056272394,-15.5055507211075,08:59:18.72,-15:30:20.0,13.86,16.9948,0.0666,58.84329601520477,11.313012044684728,2.870567,0.49499567,-318.8998,0.01466,18.595932,2,0.1075504040346028,3775.05,-0.51652,0.003779228851628,1.3605223865860838e+31,0.239,2.6000000000000003e+33,26.0,0.089,6e+32,10.0,0.389,4.6e+33,42.0,0.259999,0.23176,4.97316
293,311,37524326,135.0524814303754,-29.4730007177457,09:00:12.60,-29:28:22.8,12.04,15.3736,0.0314,65.04710298401051,9.24204420466457,2.414929,0.19161132,-370.87211,0.00415,18.602877,0,0.0,3595.800048828125,-0.64455,0.028641933252457,1.0311095970884532e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482164,0.480154,4.75306
294,312,187247017,135.1749702613085,-32.5125642292366,09:00:41.99,-32:30:45.2,13.95,8.9378,0.0508,111.8912864064967,9.80561966534409,2.414343,0.16401962,-219.35187,0.01889,18.601488,0,0.0,3412.300048828125,-0.78451,0.0193890325816654,6.980051729399574e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389292,0.379342,4.83655
295,313,17464704,135.3005619743241,-32.9399717249895,09:01:12.13,-32:56:23.9,13.52,24.3222,0.0719,41.11540946359327,11.826067901474593,3.113459,0.64915443,-514.94485,0.01479,18.594543,0,0.0,3704.60009765625,-0.56453,0.002462548798845,8.865175675842237e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230946,0.200539,5.01325
296,314,95932711,136.627675638757,-7.2854756068034,09:06:30.64,-07:17:07.7,11.61,12.8486,0.0477,77.83157477501845,8.223825911665834,2.002812,0.19713641,-1325.32864,0.00595,18.59871,0,0.0,4153.39990234375,-0.28,0.0522961401466559,1.8826610452796127e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597046,0.585672,4.65371
297,315,18343076,137.1019803609582,-30.0426598656236,09:08:24.48,-30:02:33.6,13.46,6.4187,0.0294,155.80094745219952,8.570249528182128,2.093106,0.23101383,-116.41209,0.0058,18.601488,0,0.0,4061.0,-0.32961,0.0397872740020277,1.4323418640729995e+32,,,,,,,,,,0.551412,0.546523,4.69272
298,316,432132826,137.3931775722661,-20.6574429577105,09:09:34.36,-20:39:26.8,13.57,12.4033,0.0524,80.62649716919168,10.197469038913214,2.646289,0.44651268,-310.75074,0.01391,18.601488,0,0.0,4050.44,-0.33559,0.0089381653880937,3.2177395397137387e+31,,,,,,,,,,0.371208,0.358658,4.85351
299,317,323711637,137.6245898725706,7.2828294248577,09:10:29.90,+07:16:58.2,13.11,21.5329,0.1209,46.443441062937296,11.050312051118468,2.709413,0.66493132,-567.79384,0.01102,18.600099,1,0.0537631547014884,3960.74,-0.38912,0.0042807827168872,1.5410817780794156e+31,0.062,2.9e+32,6.0,0.062,2.9e+32,6.0,0.062,2.9e+32,6.0,0.269856,0.242645,4.96077
300,318,38450549,138.0525042428511,-25.9173917189355,09:12:12.60,-25:55:02.6,11.28,52.775,0.0495,18.948398808845468,11.191730416042386,2.778726,0.93547333,-881.12161,0.00549,18.59871,0,0.0,3875.699951171875,-0.43803,0.0039311519911371,1.41521471680938e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262527,0.234539,4.96993
301,319,142795143,138.6855600692201,-0.5963554368868,09:14:44.53,-00:35:46.9,13.38,27.6235,0.2509,36.20695554907982,11.985970955840568,3.074722,0.64743712,-574.34427,0.01283,18.588987,0,0.0,3974.10009765625,-0.36277,0.0017648980128701,6.353632846332444e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216321,0.185392,5.03596
302,320,434451757,139.740784763111,-18.8011170048805,09:18:57.79,-18:48:04.0,13.15,17.4354,0.0597,57.35589383817796,10.741100738867694,2.859072,0.8093063,-2585.51473,0.0387,18.59871,3,0.1613015096208285,3931.199951171875,-0.39591,0.0057269541002057,2.0617034760740663e+31,0.109,8e+32,8.7,0.061,5.5e+32,8.0,0.198,1.1000000000000001e+33,10.0,0.324147,0.304337,4.89994
303,321,4633373,141.2235852355322,-37.9618680162885,09:24:53.66,-37:57:42.7,12.78,10.142,0.0302,98.60156641288144,9.008876928383843,2.304907,0.18023262,-1546.41523,0.01677,39.790683,0,0.0,3678.39990234375,-0.58371,0.0335686004234818,1.2084696152453463e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505385,0.503353,4.7327
304,322,189268706,141.5367177130457,-28.4319094227271,09:26:08.81,-28:25:54.9,13.0,20.0021,0.0423,49.99518946017645,10.842486907460724,2.792579,0.49803862,-445.61185,0.00868,18.600099,1,0.0537631547014884,3544.300048828125,-0.68291,0.0067946837377114,2.446086145576136e+31,0.478,3.6e+33,10.0,0.478,3.6e+33,10.0,0.478,3.6e+33,10.0,0.302319,0.279265,4.92315
305,323,78846131,143.5423918449002,-43.9186721896207,09:34:10.17,-43:55:07.2,13.32,18.0624,0.0577,55.3647351247335,10.930450867449332,2.896739,0.86832824,-412.55969,0.01706,21.180861,1,0.047212433904363,3994.300048828125,-0.34695,0.0045983248708428,1.655396953503414e+31,0.123,9.699999999999999e+32,12.0,0.123,9.699999999999999e+32,12.0,0.123,9.699999999999999e+32,12.0,0.291739,0.26722,4.93495
306,324,299486246,143.6938249985981,-53.6890782693709,09:34:46.52,-53:41:20.7,13.41,17.0146,0.0493,58.77401914671054,10.9312590494435,2.973441,0.72873874,-5195.40797,0.09732,46.456494,10,0.2152551589450551,4206.83,-0.25351,0.0042159978385496,1.5177592218778631e+31,0.504,2.6000000000000003e+33,10.2,0.111,5.3999999999999995e+32,6.0,1.971,1.0999999999999999e+34,22.0,0.309561,0.287555,4.9153
307,325,25517076,144.3095847333541,-33.7039783074104,09:37:14.30,-33:42:14.3,13.98,13.6485,0.0673,73.27159125541982,10.90937988344432,2.806089,0.59255175,-317.16826,0.01499,39.776793,4,0.1005611488085527,3790.300048828125,-0.50151,0.0054057014469647,1.9460525209073024e+31,0.455,4e+33,10.5,0.097,6.5e+32,6.0,0.933,8.9e+33,14.0,0.301358,0.278167,4.92421
308,326,25837464,145.7968133636798,-33.2519601929073,09:43:11.24,-33:15:07.1,13.49,23.2629,0.0966,42.98836087946256,11.61412156978317,3.104776,0.25298684,-772.43555,0.0122,39.782349,1,0.0251367761114357,3667.0,-0.59207,0.0030702897693883,1.1053043169797968e+31,0.296,1.9e+33,16.0,0.296,1.9e+33,16.0,0.296,1.9e+33,16.0,0.246866,0.217476,4.99056
309,327,179665413,145.9654015127899,-1.9337567451353,09:43:51.70,-01:56:01.5,12.73,11.9863,0.0748,83.4348790859103,9.361053795497508,2.42843,0.82838131,-3396.68047,0.02434,18.604266,0,0.0,4134.67,-0.28968,0.0185118781700839,6.664276141230222e+31,,,,,,,,,,0.461121,0.458354,4.77164
310,328,48016265,147.1132644111893,-33.3546737259072,09:48:27.18,-33:21:16.8,13.59,19.8276,0.0724,50.43606739028661,11.306472918314077,2.885397,0.65360172,-132.78332,0.00585,21.185028,0,0.0,3937.60009765625,-0.39103,0.0033870595951233,1.219341454244394e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260479,0.232287,4.97255
311,329,101363142,148.347385273797,-22.4973583651361,09:53:23.37,-22:29:50.5,13.35,15.794,0.0985,63.319993430898336,10.680015694326736,2.798517,0.94573474,-1697.64432,0.0231,39.967086,4,0.1000823527639718,3921.1,-0.41438,0.0061623410146412,2.2184427652708493e+31,0.164,1.3000000000000002e+33,12.0,0.072,7e+32,6.0,0.334,1.9e+33,18.0,0.327711,0.308449,4.89627
312,330,101366179,148.4269755572401,-19.7207944062123,09:53:42.47,-19:43:14.9,13.63,22.3166,0.0847,44.810962839001434,11.759474622191886,3.028869,0.31025544,-323.2711,0.01307,18.604266,0,0.0,4181.37,-0.26595,0.0019887955926065,7.159664133383676e+30,,,,,,,,,,0.23028,0.19984,5.01424
313,331,178867572,151.042986853963,-3.4930494615368,10:04:10.32,-03:29:35.0,13.04,23.5092,0.0601,42.537086129641466,11.252067317013712,2.953192,0.69500427,-302.47974,0.00699,18.601488,2,0.1075182802580094,3517.199951171875,-0.70337,0.0047481131867544,1.709320747231597e+31,0.273,1.3000000000000002e+33,10.0,0.152,1e+33,10.0,0.395,1.6e+33,10.0,0.269279,0.242004,4.96149
314,332,422204382,151.2331252669227,-14.7108526727127,10:04:55.95,-14:42:39.1,13.5,15.1125,0.1038,66.17648017214606,10.848500680174164,2.844727,0.60450379,-537.21235,0.01485,18.594543,3,0.1613376569674231,3788.0,-0.50324,0.0057265851619789,2.061570658312432e+31,0.274,1.7e+33,8.0,0.062,4e+32,6.0,0.551,3.3000000000000003e+33,10.0,0.348185,0.33211,4.87573
315,333,167977443,151.9980250995212,-27.7452503077734,10:07:59.53,-27:44:42.9,12.54,17.9875,0.0444,55.59482613918476,10.144720117966967,2.652343,0.94204936,-1226.21771,0.01336,21.366987,8,0.3744093633791231,3927.699951171875,-0.39855,0.009943332318556,3.579599634680163e+31,0.108,1.8e+33,11.0,0.026,3.1e+32,6.0,0.532,8.6e+33,32.0,0.378896,0.367476,4.84626
316,334,77552918,152.5303491297708,-2.951193448966,10:10:07.28,-02:57:04.3,10.87,23.891,0.2365,41.86484538115565,8.925111542132127,2.196472,0.17932364,-172.07777,0.00128,18.604266,0,0.0,3629.0,-0.62001,0.0374937941336654,1.3497765888119563e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500719,0.498766,4.73678
317,335,77562120,152.899115814912,-0.699651891603,10:11:35.79,-00:41:58.7,12.45,15.9087,0.0799,62.86178502819695,9.750556454415204,2.569799,0.39052678,-1719.55944,0.01241,18.601488,4,0.2150365605160189,3539.0,-0.71474,0.0191281694132775,6.88614098877993e+31,0.053,2.1e+33,13.0,0.041,9.9e+32,6.0,0.074,4.2e+33,22.0,0.424881,0.41926,4.80402
318,336,463147139,153.0981246271528,-54.5963031406693,10:12:23.55,-54:35:46.7,13.68,14.1765,0.4559,70.6819308050166,10.742705977312564,2.64214,0.41610985,-5688.20041,0.2959,46.462050000000005,0,0.0,3919.699951171875,-0.40466,0.0057647649422288,2.0753153792023854e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300446,0.277126,4.92521
319,338,77644831,154.1122627385053,-0.8609050566004,10:16:26.94,-00:51:39.3,11.22,16.6791,0.0777,59.95781807528999,8.453048899724472,2.142301,0.373342,-1479.3182,0.00839,18.601488,4,0.2150365605160189,4122.0,-0.29633,0.0429845556970532,1.5474440050939178e+32,0.074,3.9e+33,9.0,0.035,1.4e+33,6.0,0.104,6.1e+33,12.0,0.575807,0.567886,4.67177
320,339,277768942,154.1589556526391,2.971655349576,10:16:38.15,+02:58:18.0,11.97,12.2438,0.0454,81.67616819090284,8.307080226090923,1.932186,0.91802929,-453.99148,0.00484,18.605655,0,0.0,4225.41,-0.24464,0.0468839189669924,1.687821082811729e+32,,,,,,,,,,0.569424,0.562395,4.67724
321,340,192941085,154.7545739876861,-26.7760229655463,10:19:01.10,-26:46:33.7,13.83,26.0247,0.078,38.425715216341416,12.205802201233514,3.175959,0.4353165,-208.62868,0.00747,21.371154,1,0.0467920450154446,3669.39990234375,-0.59027,0.0017774079265949,6.398668535741898e+30,0.2,3.2e+32,6.0,0.2,3.2e+32,6.0,0.2,3.2e+32,6.0,0.199514,0.168518,5.06477
322,342,277875264,156.8999936442612,2.2118483150833,10:27:36.00,+02:12:42.7,12.22,27.2492,0.0579,36.698651969786056,10.810192440706253,2.85603,0.67038977,-3613.86644,0.02929,18.591765,2,0.1075745094669602,3935.89990234375,-0.39227,0.0053558822848709,1.92811762255356e+31,0.106,5.5e+32,6.0,0.094,4.4999999999999996e+32,6.0,0.118,6.5e+32,6.0,0.314094,0.29276,4.91046
323,343,334693246,157.2500786242669,-15.8956464917619,10:29:00.02,-15:53:44.3,13.26,19.9821,0.1621,50.051256427703805,11.1862310801571,3.06576,0.31057669,-211.77048,0.00614,21.143358,0,0.0,3460.5,-0.74677,0.0052506803193965,1.890244914982749e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287014,0.261871,4.94035
324,344,179294885,159.5074045266477,-21.9062608021837,10:38:01.78,-21:54:22.5,13.55,22.4302,0.0614,44.58340716887932,11.649123723906529,3.002374,0.5616548,-544.5899,0.0128,21.144747,2,0.0945861399996888,4189.2001953125,-0.26209,0.0021937468461724,7.897488646220846e+30,0.465,1.3000000000000002e+33,10.0,0.064,1.6e+32,6.0,0.867,2.4e+33,14.0,0.234209,0.203975,5.00844
325,345,54044891,159.8823635330091,-31.805614267935,10:39:31.77,-31:48:20.2,13.24,17.146,0.3192,58.36224734808937,10.773184965654211,2.784071,0.54889817,-127.86586,0.00474,21.519777,3,0.1394066490558893,3750.89990234375,-0.53056,0.0062943374200477,2.265961471217184e+31,0.151,1.2e+33,8.0,0.042,3.3e+32,6.0,0.358,3e+33,12.0,0.31046,0.288587,4.91433
326,346,146714732,160.0220528971907,-42.1264733978081,10:40:05.29,-42:07:35.3,13.52,24.8696,0.0648,40.21027183181047,11.92105295472217,3.130447,0.32190509,-526.61522,0.01409,43.299297,2,0.0461901263662548,3685.32,-0.58679,0.0023030047208202,8.290816994952871e+30,0.107,2.4e+32,6.0,0.065,1.7e+32,6.0,0.148,3.1e+32,6.0,0.222603,0.191847,5.02596
327,347,169249901,160.8526640097383,-4.8298158230309,10:43:24.64,-04:49:47.3,13.99,13.246,0.081,75.49997788357032,10.85166287794974,2.876376,0.85459876,-3566.00844,0.05697,21.300315,2,0.0938953250221886,3942.28,-0.40076,0.0051956375492013,1.8704295177124797e+31,0.157,1.1000000000000001e+33,9.0,0.144,8.1e+32,6.0,0.169,1.5000000000000002e+33,12.0,0.31058,0.288725,4.91421
328,348,374364700,161.2706475195448,0.7259044947507,10:45:04.96,+00:43:33.3,12.79,26.2059,0.073,38.15992965783721,11.290294172622904,2.906443,0.64958512,-5377.18458,0.05132,21.296148,1,0.0469568487221257,4030.54,-0.34704,0.0033014013913619,1.1885045008902893e+31,0.213,1.2e+33,18.0,0.213,1.2e+33,18.0,0.213,1.2e+33,18.0,0.265289,0.237586,4.96645
329,350,49173897,165.3950403567984,-34.1827040668657,11:01:34.81,-34:10:57.7,13.67,15.5201,0.1178,64.43982296174156,11.012393307034149,2.953111,0.31203793,-287.29494,0.01203,21.522555,0,0.0,3880.39990234375,-0.43443,0.0046218375689358,1.6638615248169048e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296555,0.272692,4.92953
330,351,466672768,166.368294135836,-60.2446413570877,11:05:28.39,-60:14:40.7,12.45,35.8562,0.1235,27.889834466861885,11.642535316862975,2.95481,0.19014502,-106.29123,0.00605,24.4464,0,0.0,4356.53,-0.18706,0.0020597279991183,7.415020796826225e+30,,,,,,,,,,0.233327,0.203044,5.00973
331,352,450029795,168.3689379971229,-56.8534905745938,11:13:28.55,-56:51:12.6,10.53,19.0339,0.0301,52.53809804122511,7.9640932669191375,1.869984,0.50928928,-274.3609,0.0015,24.443622,-2147483648,,4056.699951171875,-0.33206,0.0696926048171544,2.5089337734175612e+32,,,,,,,,,,0.614091,0.599436,4.63935
332,353,454459051,170.1692794358701,-74.4927944171726,11:20:40.63,-74:29:34.1,13.17,18.8822,0.0788,52.961739150887865,10.9216318101348,2.974526,0.96167072,-1103.07933,0.01701,22.401792,0,0.0,3869.5,-0.44268,0.0050631323089701,1.8227276312292517e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312277,0.290672,4.91239
333,354,286331949,170.6230148056654,-9.9505038956053,11:22:29.52,-09:57:01.8,12.86,21.0638,0.0603,47.47557908721944,10.76627564608267,2.644247,0.87923236,-1003.70486,0.01047,21.755907,1,0.0459645281623974,3837.19,-0.47127,0.0059978795443306,2.1592366359590486e+31,0.047,4.1e+32,8.0,0.047,4.1e+32,8.0,0.047,4.1e+32,8.0,0.297531,0.273803,4.92844
334,355,273052736,170.6265667090508,-49.1639875801156,11:22:30.38,-49:09:50.4,13.24,27.1777,0.5491,36.82455002497775,11.772663756420291,3.149999,0.50143911,-82.85767,0.00386,21.671178,1,0.0461442382135387,3830.48,-0.47603,0.002384220919791,8.583195311247689e+30,0.072,1.8e+32,6.0,0.072,1.8e+32,6.0,0.072,1.8e+32,6.0,0.253353,0.224499,4.98183
335,356,219123368,170.9677421272113,-22.9150636170339,11:23:52.26,-22:54:54.2,13.76,12.0532,0.1716,82.99814368153946,10.552415104256951,2.784272,0.45406665,-394.46095,0.01284,21.625341,0,0.0,3772.91,-0.51812,0.0076257393104657,2.7452661517676712e+31,,,,,,,,,,0.337343,0.319577,4.8865
336,357,219442820,172.4702897225481,-22.7734627378557,11:29:52.87,-22:46:24.5,13.82,11.5959,0.0726,86.24392271861225,10.49241049128859,2.842686,0.58885167,-324.34003,0.01227,21.618396,0,0.0,3930.800048828125,-0.39622,0.0072031722948867,2.5931420261592245e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351484,0.335922,4.8725
337,358,92461071,172.9655293094696,-53.3156904130083,11:31:51.73,-53:18:56.5,12.17,23.8899,0.0978,41.86007478456588,10.39689100056773,2.773296,0.40039134,-123.88408,0.00392,22.583751,0,0.0,3805.39990234375,-0.49038,0.0085781886993139,3.088147931753028e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359634,0.345332,4.86458
338,359,398244124,173.0184916604326,-29.6609888001319,11:32:04.44,-29:39:39.6,13.89,16.8394,0.1163,59.39008018980019,11.241646441642828,2.969724,0.87566708,-192.7486,0.01097,22.280949,1,0.0448813917216901,4216.5,-0.24887,0.0031542014237883,1.1355125125638177e+31,0.379,1.1000000000000001e+33,6.0,0.379,1.1000000000000001e+33,6.0,0.379,1.1000000000000001e+33,6.0,0.277795,0.2515,4.95116
339,361,32658363,176.2743261832234,-24.9662318620001,11:45:05.84,-24:57:58.4,13.59,19.2049,0.0976,52.072682654333846,11.493539239913934,3.09847,0.41724883,-829.44441,0.01912,21.375321,1,0.0467829231663936,4162.10009765625,-0.27559,0.0025634231676161,9.22832340341818e+30,0.128,3.7999999999999996e+32,6.0,0.128,3.7999999999999996e+32,6.0,0.128,3.7999999999999996e+32,6.0,0.261011,0.232872,4.97187
340,362,193293246,177.3663997348458,-14.6758376738239,11:49:27.94,-14:40:33.0,12.72,12.071,0.0462,82.84553060712341,9.327899580762796,2.368633,0.35530223,-1522.63176,0.01869,21.748962,3,0.137937617436639,3793.18,-0.50303,0.0232301582608166,8.362856973894e+31,0.238,1.0999999999999999e+34,17.3,0.178,9.400000000000001e+33,16.0,0.283,1.2e+34,20.0,0.456612,0.453592,4.77564
341,363,22326606,177.8675101282633,-21.1657772596931,11:51:28.20,-21:09:56.8,13.74,22.007,0.0796,45.4412562719142,11.739177352988458,2.965201,0.45680168,-311.47369,0.01045,21.375321,0,0.0,3552.699951171875,-0.67662,0.0029578562343415,1.0648282443629438e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223681,0.192963,5.02428
342,364,403835230,179.9556986588374,-27.8946927340389,11:59:49.37,-27:53:40.9,12.45,22.0992,0.2525,45.26212942607266,10.562623089264124,2.892416,0.32422344,-320.21524,0.00435,21.371154,0,0.0,3970.5,-0.36558,0.0065642144573282,2.36311720463816e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341428,0.324299,4.88241
343,365,152775300,180.6363919072798,-7.2119554213761,12:02:32.73,-07:12:43.0,12.66,14.4443,0.0683,69.23447828709328,9.79914988025924,2.57421,0.3756525,-1600.16978,0.01455,21.753129,0,0.0,3531.800048828125,-0.69232,0.0179171134481318,6.450160841327482e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414498,0.407748,4.81341
344,366,67215732,181.9931942595854,-54.9605237091869,12:07:58.37,-54:57:37.9,13.12,7.013,0.0196,142.59443851746312,8.182509062753084,1.794162,0.19998306,-757.4188,0.01753,43.846563,0,0.0,4166.39990234375,-0.27344,0.0539973412414981,1.9439042846939333e+32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55461,0.549383,4.68997
345,367,389934447,182.5164872613729,-54.502489199433,12:10:03.96,-54:30:09.0,13.19,12.993,0.0407,76.96598675219235,10.068871791628842,2.558868,0.18216278,-2529.18285,0.03718,43.841007000000005,0,0.0,3740.5,-0.53818,0.0121261596234912,4.365417464456834e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381466,0.370416,4.84385
346,368,359356484,182.6180680724473,-74.7804740092024,12:10:28.34,-74:46:49.7,12.99,29.2726,0.0531,34.16186119052611,11.728830381549235,3.088656,0.20550748,-2962.86142,0.01816,48.934470000000005,-2147483648,,3447.699951171875,-0.75668,0.0032146955724743,1.1572904060907758e+31,,,,,,,,,,0.231048,0.200647,5.0131
347,369,429354344,183.5361578042493,-23.754698117569,12:14:08.68,-23:45:16.9,10.86,92.7952,0.0832,10.776436726956716,12.141015083333253,3.184156,0.35877628,-6535.26653,0.04819,21.340596,47,2.202375228883017,3443.39990234375,-0.76004,0.0022060226172849,7.941681422225686e+30,0.048,1.1e+32,8.6,0.007,2.1000000000000002e+31,6.0,0.409,8.6e+32,22.0,0.204772,0.173733,5.05541
348,370,99142114,183.7860220649219,-28.2510043958397,12:15:08.65,-28:15:03.6,12.0,22.3873,0.2886,44.6827925407014,10.278247463019545,2.78664,0.64845039,-2170.46455,0.01358,21.366987,5,0.2340058521119519,4073.199951171875,-0.32279,0.0082000596865803,2.9520214871689096e+31,0.066,4.6999999999999995e+32,6.8,0.019,1.8e+32,6.0,0.153,9.5e+32,8.0,0.392178,0.382622,4.83387
349,371,134977720,184.4826708369224,-35.9540623186063,12:17:55.84,-35:57:14.6,11.57,25.4593,0.0635,39.27885924349539,9.76316766851012,2.589738,0.99223118,-5944.48798,0.01942,22.357344,5,0.2236401604770226,3851.07,-0.46153,0.0149742449330192,5.390728175886918e+31,0.033,8.299999999999999e+32,12.4,0.016,4.4999999999999996e+32,8.0,0.082,2e+33,18.0,0.425956,0.420445,4.80305
350,372,170585650,185.4813865755954,-30.9536212093626,12:21:55.53,-30:57:13.0,12.68,14.5207,0.3283,68.93594872985709,9.8328592153139,2.68953,0.22382857,-393.11371,0.00621,21.371154,3,0.1403761350463339,3685.800048828125,-0.57829,0.0156376795099887,5.629564623595965e+31,0.066,1.5000000000000002e+33,9.3,0.031,5.8e+32,6.0,0.114,3.1e+33,16.0,0.433681,0.428917,4.7961
351,373,423571521,185.8819899252004,-21.3973661893638,12:23:31.68,-21:23:50.5,13.01,15.0539,0.0735,66.4310582659624,10.441201145333498,2.888687,0.97561894,-2610.39604,0.0242,21.673956,0,0.0,4129.10009765625,-0.29259,0.0068636564713817,2.4709163296974343e+31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37446,0.362391,4.85043
352,375,397431902,187.9048895228152,-29.2662169979458,12:31:37.17,-29:15:58.4,13.89,21.6055,0.1036,46.28660300584997,11.81940345555337,3.057142,0.18392975,-1307.25181,0.02345,21.675345,4,0.1845414686594377,3741.2,-0.54233,0.0024275636646855,8.7392291928678e+30,0.266,1.6e+33,14.5,0.066,2.6999999999999998e+32,8.0,0.44,4.8e+33,34.0,0.228765,0.198254,5.01651
